"last_name, first_name","player_id","year","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Rodriguez, Grayson",680570,2024,"BAL","FF","4-Seam Fastball",-0.1,-1,874,46.5,214,0.291,0.413,0.356,26.9,23.4,18.4,0.247,0.398,0.326,41.7
"Verlander, Justin",434378,2024,"HOU","FF","4-Seam Fastball",-1.3,-10,769,48.7,213,0.299,0.497,0.372,20.2,17.4,18.5,0.239,0.423,0.322,41.6
"Skenes, Paul",694973,2024,"PIT","FF","4-Seam Fastball",0.7,6,834,39.2,210,0.23,0.351,0.292,24.2,37.6,21.8,0.201,0.331,0.269,48.7
"Kopech, Michael",656629,2024,"LAD","FF","4-Seam Fastball",0.7,6,896,78.4,209,0.183,0.326,0.291,34,34,26.7,0.184,0.333,0.289,42.1
"Woo, Bryan",693433,2024,"SEA","FF","4-Seam Fastball",1.1,9,840,49,208,0.218,0.355,0.263,27.3,26,18.5,0.225,0.373,0.276,38.6
"Allen, Logan",671106,2024,"CLE","FF","4-Seam Fastball",-1.4,-11,806,48.4,207,0.342,0.609,0.429,14.7,15,16.8,0.313,0.566,0.406,49.4
"Morton, Charlie",450203,2024,"ATL","FF","4-Seam Fastball",-1.4,-11,806,28.9,204,0.281,0.517,0.38,19.3,24,19,0.274,0.498,0.372,49.2
"Beeks, Jalen",656222,2024,"PIT","FF","4-Seam Fastball",-0.5,-3,660,55.6,203,0.287,0.382,0.344,16.1,15.3,18.3,0.241,0.382,0.313,40
"Vodnik, Victor",680767,2024,"COL","FF","4-Seam Fastball",-0.5,-4,849,63.3,203,0.291,0.451,0.377,18.2,17.7,14.9,0.289,0.486,0.383,51.1
"Smith, Cade",671922,2024,"CLE","FF","4-Seam Fastball",3.5,28,806,69.1,203,0.174,0.253,0.215,30.4,39.9,31.4,0.191,0.311,0.247,46.4
"Nola, Aaron",605400,2024,"PHI","FF","4-Seam Fastball",1,9,887,27.8,201,0.168,0.318,0.272,22.4,23.9,17.5,0.19,0.321,0.285,39.7
"Gray, Jon",592351,2024,"TEX","FF","4-Seam Fastball",-1,-7,720,44.4,201,0.311,0.443,0.36,15,15.9,14.4,0.305,0.491,0.373,51
"McKenzie, Triston",663474,2024,"CLE","FF","4-Seam Fastball",-2.3,-16,683,52.4,198,0.303,0.652,0.471,10.3,11.1,16.2,0.307,0.659,0.467,48.5
"Keller, Mitch",656605,2024,"PIT","FF","4-Seam Fastball",1,9,865,30.3,196,0.257,0.4,0.333,24,26,19.2,0.246,0.407,0.328,40
"Herz, DJ",687792,2024,"WSH","FF","4-Seam Fastball",1,9,860,54.2,193,0.222,0.317,0.302,30.5,32.1,22.7,0.194,0.322,0.282,41.5
"Lugo, Seth",607625,2024,"KC","FF","4-Seam Fastball",0.6,5,746,24,188,0.234,0.392,0.306,17.6,21.8,18.6,0.25,0.438,0.33,43.1
"Suarez, Robert",663158,2024,"SD","FF","4-Seam Fastball",0.8,5,698,71.4,188,0.223,0.343,0.284,25.2,25.5,21.9,0.208,0.338,0.265,39.8
"Lodolo, Nick",666157,2024,"CIN","FF","4-Seam Fastball",-0.4,-3,801,43,186,0.241,0.407,0.336,23,22.6,17.9,0.23,0.382,0.317,36.7
"Mize, Casey",663554,2024,"DET","FF","4-Seam Fastball",-0.1,-1,691,38.6,186,0.306,0.428,0.369,20.5,19.4,14.7,0.276,0.445,0.334,46.4
"Cecconi, Slade",677944,2024,"AZ","FF","4-Seam Fastball",-1.6,-11,708,54.8,185,0.329,0.582,0.408,16.4,19.5,16.5,0.271,0.488,0.353,41.2
"Cole, Gerrit",543037,2024,"NYY","FF","4-Seam Fastball",1,7,699,45.6,182,0.189,0.365,0.298,23.4,30.2,22.5,0.196,0.371,0.299,38.5
"Akin, Keegan",669211,2024,"BAL","FF","4-Seam Fastball",0.4,3,695,56,180,0.215,0.392,0.291,28.1,30,24.4,0.189,0.34,0.271,41.8
"Taillon, Jameson",592791,2024,"CHC","FF","4-Seam Fastball",0.1,0,735,29.6,179,0.287,0.497,0.359,14.7,16.8,14,0.298,0.552,0.38,50.4
"Finnegan, Kyle",640448,2024,"WSH","FF","4-Seam Fastball",-0.2,-1,721,67.6,176,0.286,0.429,0.347,19.9,19.9,13.7,0.286,0.427,0.341,48.4
"Marsh, Alec",679525,2024,"KC","FF","4-Seam Fastball",0.3,3,799,37,175,0.208,0.383,0.311,22.3,28.6,21.2,0.211,0.395,0.31,38.5
"Rainey, Tanner",663432,2024,"WSH","FF","4-Seam Fastball",-0.6,-4,666,70.9,174,0.255,0.49,0.376,19.7,16.1,14.7,0.237,0.516,0.371,44.3
"Harris, Hogan",663687,2024,"OAK","FF","4-Seam Fastball",0.3,2,683,56.3,173,0.261,0.408,0.363,16.9,16.8,14.6,0.305,0.536,0.418,47.4
"Vesia, Alex",681911,2024,"LAD","FF","4-Seam Fastball",1.2,8,701,63.2,171,0.149,0.355,0.294,28.3,28.7,21,0.164,0.4,0.311,40.4
"Mikolas, Miles",571945,2024,"STL","FF","4-Seam Fastball",0.1,1,753,27.8,169,0.287,0.446,0.35,17.8,14.2,11,0.269,0.463,0.334,51.9
"Kremer, Dean",665152,2024,"BAL","FF","4-Seam Fastball",0,0,697,32.1,167,0.245,0.503,0.377,23.2,26.3,20,0.24,0.527,0.373,46
"Kimbrel, Craig",518886,2024,"BAL","FF","4-Seam Fastball",-0.1,0,633,65.7,167,0.203,0.421,0.34,28.9,32.9,27.8,0.209,0.408,0.34,46.9
"Montero, Keider",672456,2024,"DET","FF","4-Seam Fastball",-0.3,-2,641,41.7,167,0.27,0.486,0.365,18,17.4,16.4,0.315,0.515,0.394,48.7
"Snell, Blake",605483,2024,"SF","FF","4-Seam Fastball",0.6,5,822,46.4,166,0.2,0.303,0.283,24.4,25.3,21.3,0.194,0.341,0.292,33
"Paddack, Chris",663978,2024,"MIN","FF","4-Seam Fastball",0.8,5,626,42.9,166,0.277,0.4,0.317,24.3,28.3,24.4,0.245,0.375,0.295,48.6
"Rogers, Trevor",669432,2024,"BAL","FF","4-Seam Fastball",-0.2,-1,710,31.7,163,0.252,0.467,0.348,23.4,23.9,17.9,0.239,0.499,0.358,49
"Scott, Tanner",656945,2024,"SD","FF","4-Seam Fastball",2.5,17,689,59.2,162,0.134,0.179,0.231,28.8,29,21,0.184,0.252,0.27,28.9
"Williams, Gavin",668909,2024,"CLE","FF","4-Seam Fastball",-0.1,-1,704,51.5,161,0.286,0.421,0.362,22,18,14.6,0.279,0.456,0.36,41.6
"Bradford, Cody",674003,2024,"TEX","FF","4-Seam Fastball",1.7,11,614,52.3,160,0.185,0.344,0.253,21.3,23.8,19.2,0.218,0.391,0.28,37.7
"Bednar, David",670280,2024,"PIT","FF","4-Seam Fastball",-1,-6,568,55.5,158,0.256,0.459,0.377,24.1,18.4,16.7,0.244,0.478,0.364,42.5
"Rea, Colin",607067,2024,"MIL","FF","4-Seam Fastball",0.3,1,511,19.3,157,0.207,0.314,0.277,24.8,31.2,19.8,0.234,0.351,0.297,38
"Lively, Ben",594902,2024,"CLE","FF","4-Seam Fastball",-0.2,-2,756,31.4,155,0.268,0.504,0.397,16.6,11,14.4,0.266,0.505,0.395,56.4
"Ortiz, Luis L.",682847,2024,"PIT","FF","4-Seam Fastball",1,6,574,26.8,154,0.187,0.331,0.267,20.8,28.6,18.3,0.207,0.42,0.307,41.1
"De Los Santos, Enyel",660853,2024,"CWS","FF","4-Seam Fastball",-0.8,-4,557,49.4,154,0.311,0.622,0.431,20.4,18.8,15.3,0.272,0.544,0.389,47.2
"Wacha, Michael",608379,2024,"KC","FF","4-Seam Fastball",0.2,1,618,23.8,152,0.279,0.449,0.354,16.9,18.4,16.9,0.3,0.488,0.372,41.8
"Birdsong, Hayden",806185,2024,"SF","FF","4-Seam Fastball",0.5,3,619,44.6,151,0.216,0.44,0.364,18.2,16.6,16.1,0.271,0.529,0.414,54.3
"Tonkin, Michael",543859,2024,"MIN","FF","4-Seam Fastball",0.1,1,536,37.8,151,0.211,0.358,0.331,23.6,30.5,21.3,0.233,0.423,0.35,38
"Miller, Mason",695243,2024,"OAK","FF","4-Seam Fastball",1.6,11,646,63.1,150,0.178,0.319,0.255,37.1,37.3,28.4,0.182,0.28,0.25,37.5
"King, Michael",650633,2024,"SD","FF","4-Seam Fastball",-0.3,-2,699,24.1,150,0.265,0.402,0.333,26.1,27.3,15.6,0.229,0.402,0.318,42.4
"Baz, Shane",669358,2024,"TB","FF","4-Seam Fastball",0.8,4,578,47.9,149,0.252,0.37,0.324,22.1,18.1,19.4,0.226,0.384,0.316,47.1
"Megill, Tylor",656731,2024,"NYM","FF","4-Seam Fastball",0.3,2,638,46.7,148,0.228,0.35,0.351,29.2,26.4,21.5,0.229,0.4,0.341,48.8
"Ginkel, Kevin",656464,2024,"AZ","FF","4-Seam Fastball",0.6,4,614,51.9,148,0.269,0.41,0.324,20.3,20.9,15.3,0.24,0.404,0.309,47.6
"Detmers, Reid",672282,2024,"LAA","FF","4-Seam Fastball",-0.9,-7,729,46.8,147,0.278,0.508,0.392,25.3,22.4,18.9,0.241,0.471,0.358,41.9
"Vest, Will",676684,2024,"DET","FF","4-Seam Fastball",1.8,11,651,56,147,0.183,0.214,0.223,22.9,27.2,18.9,0.236,0.363,0.289,44.8
"Mears, Nick",683232,2024,"MIL","FF","4-Seam Fastball",0.1,1,619,60.2,146,0.24,0.4,0.321,20,23.3,19.3,0.238,0.402,0.322,38.3
"Yates, Kirby",489446,2024,"TEX","FF","4-Seam Fastball",2.8,18,623,60.7,146,0.113,0.21,0.212,35.2,41.1,27.3,0.128,0.213,0.22,33.3
"Pearson, Nate",663878,2024,"CHC","FF","4-Seam Fastball",-1.1,-5,487,46,145,0.31,0.508,0.389,20,18.6,21.4,0.249,0.47,0.353,46.5
"Yamamoto, Yoshinobu",808967,2024,"LAD","FF","4-Seam Fastball",0.8,5,594,40.4,144,0.262,0.413,0.335,17.6,18.1,17.9,0.277,0.443,0.359,45.6
"Stanek, Ryne",592773,2024,"NYM","FF","4-Seam Fastball",-0.1,-1,586,60,143,0.236,0.407,0.341,27.7,22.4,17.9,0.203,0.393,0.311,43.5
"Richards, Trevor",670950,2024,"MIN","FF","4-Seam Fastball",-0.1,0,549,46.4,143,0.234,0.342,0.345,14.8,19.6,16.6,0.251,0.429,0.377,52.3
"Nicolas, Kyle",693312,2024,"PIT","FF","4-Seam Fastball",1.2,6,523,55.1,142,0.23,0.327,0.321,19.3,16.2,18.7,0.239,0.395,0.355,47.3
"Megill, Trevor",656730,2024,"MIL","FF","4-Seam Fastball",2.5,12,478,71.6,142,0.209,0.279,0.263,22.2,22.5,24.1,0.217,0.345,0.283,44.4
"Weaver, Luke",596133,2024,"NYY","FF","4-Seam Fastball",1.2,8,666,48.5,142,0.177,0.331,0.272,30,32.4,21.9,0.193,0.395,0.304,49.4
"Stone, Gavin",694813,2024,"LAD","FF","4-Seam Fastball",0.4,2,532,24.7,140,0.246,0.41,0.335,16.2,25,25.9,0.235,0.391,0.323,43.7
"Abreu, Bryan",650556,2024,"HOU","FF","4-Seam Fastball",-0.2,-1,603,46.4,140,0.262,0.5,0.375,28.3,24.3,23.9,0.239,0.448,0.341,47.2
"Estévez, Carlos",608032,2024,"PHI","FF","4-Seam Fastball",1.2,6,502,61.1,137,0.198,0.313,0.248,23,24.1,17.9,0.235,0.45,0.309,45.9
"Spiers, Carson",686730,2024,"CIN","FF","4-Seam Fastball",-1.1,-5,465,29.9,136,0.256,0.462,0.374,20.5,23.5,19.2,0.225,0.403,0.328,43.5
"Lorenzen, Michael",547179,2024,"KC","FF","4-Seam Fastball",0.9,5,568,27.2,136,0.155,0.309,0.287,18.4,22.8,18,0.211,0.406,0.341,47.5
"Avila, Pedro",658648,2024,"CLE","FF","4-Seam Fastball",0.7,4,556,39.2,135,0.246,0.421,0.335,18.6,19.3,18.3,0.271,0.454,0.359,46.7
"Strahm, Matt",621381,2024,"PHI","FF","4-Seam Fastball",2.4,13,531,54.1,134,0.159,0.286,0.203,26.8,40.3,22.8,0.18,0.328,0.229,44
"Gray, Sonny",543243,2024,"STL","FF","4-Seam Fastball",-1,-6,594,23.9,134,0.333,0.567,0.412,18.2,9,19.7,0.318,0.541,0.399,35.8
"Nardi, Andrew",677053,2024,"MIA","FF","4-Seam Fastball",-0.7,-4,551,60.8,133,0.224,0.379,0.315,29.5,33.8,24.7,0.193,0.302,0.27,40.3
"Boyle, Joe",671212,2024,"OAK","FF","4-Seam Fastball",-1.5,-9,570,59,133,0.27,0.39,0.395,25.3,18.8,21.7,0.256,0.407,0.381,46.8
"Schwellenbach, Spencer",680885,2024,"ATL","FF","4-Seam Fastball",0.2,1,549,29.1,132,0.24,0.448,0.316,20.5,25.8,19.3,0.273,0.452,0.329,47.8
"Estrada, Jeremiah",669093,2024,"SD","FF","4-Seam Fastball",1,6,567,56.5,132,0.191,0.304,0.265,32.6,31.1,24.1,0.197,0.311,0.278,39.5
"Weathers, Ryan",677960,2024,"MIA","FF","4-Seam Fastball",0.1,1,561,39.7,132,0.319,0.451,0.393,14.1,10.6,8.3,0.303,0.478,0.384,40.6
"Green, Chad",643338,2024,"TOR","FF","4-Seam Fastball",2.4,12,504,60,131,0.198,0.364,0.258,18.1,19.1,15.3,0.25,0.475,0.322,50.5
"Garcia, Robert",676395,2024,"WSH","FF","4-Seam Fastball",-0.7,-3,500,52.9,131,0.254,0.373,0.311,25.2,32.8,26.9,0.208,0.314,0.268,40.8
"Harvey, Hunter",640451,2024,"KC","FF","4-Seam Fastball",1.3,8,570,62.9,130,0.254,0.404,0.337,22.7,24.6,16.3,0.274,0.439,0.35,53
"Quintana, Jose",500779,2024,"NYM","FF","4-Seam Fastball",-0.2,-1,635,22.5,130,0.227,0.427,0.332,16.9,13.8,10.2,0.232,0.429,0.34,36.2
"Barnes, Jacob",606930,2024,"WSH","FF","4-Seam Fastball",-0.5,-3,527,47.2,129,0.267,0.5,0.379,19.6,18.6,13.6,0.281,0.544,0.375,52.1
"Shuster, Jared",694363,2024,"CWS","FF","4-Seam Fastball",-0.1,-1,484,37.5,129,0.274,0.487,0.377,16.2,18.6,19.4,0.267,0.489,0.358,41.8
"Knack, Landon",689017,2024,"LAD","FF","4-Seam Fastball",0.8,4,532,46.3,128,0.228,0.526,0.363,20.3,25.8,23.6,0.203,0.48,0.331,53.1
"Miller, Shelby",571946,2024,"DET","FF","4-Seam Fastball",1.8,9,515,60.6,128,0.183,0.33,0.273,23.7,23.4,21,0.201,0.349,0.303,43.9
"Brown, Ben",676962,2024,"CHC","FF","4-Seam Fastball",0.4,2,532,62.7,128,0.25,0.352,0.31,18.5,15.6,16.7,0.296,0.511,0.402,56.5
"Wentz, Joey",666214,2024,"PIT","FF","4-Seam Fastball",-0.4,-2,447,36.5,128,0.316,0.469,0.415,17.5,16.4,16.7,0.268,0.444,0.38,45.1
"Waldron, Matt",663362,2024,"SD","FF","4-Seam Fastball",-1.5,-7,467,19.1,128,0.265,0.513,0.357,22.4,26.6,19.9,0.247,0.449,0.327,45.2
"Puk, A.J.",640462,2024,"AZ","FF","4-Seam Fastball",1.8,9,503,42.9,127,0.145,0.197,0.199,31.4,36.2,23.7,0.147,0.2,0.193,31
"Jiménez, Joe",641729,2024,"ATL","FF","4-Seam Fastball",1.7,8,503,46.2,126,0.216,0.261,0.271,26.8,25.4,21.2,0.2,0.321,0.278,45
"Martinez, Nick",607259,2024,"CIN","FF","4-Seam Fastball",0.3,1,477,22.4,126,0.219,0.351,0.294,21.2,23,14.5,0.22,0.355,0.273,34.8
"Wesneski, Hayden",669713,2024,"CHC","FF","4-Seam Fastball",-1,-4,392,36.5,125,0.254,0.465,0.369,14.3,13.6,12.8,0.29,0.542,0.385,41.2
"Scott, Tayler",605463,2024,"HOU","FF","4-Seam Fastball",1.8,10,584,48.5,125,0.144,0.298,0.261,28.3,30.4,22,0.171,0.282,0.27,42.6
"Peterson, David",656849,2024,"NYM","FF","4-Seam Fastball",0.5,2,496,26.5,125,0.22,0.266,0.278,28.7,27.2,21,0.246,0.37,0.322,34.2
"Molina, Anthony",683627,2024,"COL","FF","4-Seam Fastball",-1.9,-10,506,48.3,124,0.374,0.561,0.442,15.6,12.9,10.8,0.372,0.565,0.446,54.3
"Díaz, Alexis",664747,2024,"CIN","FF","4-Seam Fastball",-0.3,-2,566,57.9,124,0.196,0.283,0.336,23.7,17.7,15.8,0.179,0.275,0.319,35.2
"Miller, Erik",669062,2024,"SF","FF","4-Seam Fastball",1,6,631,49.7,123,0.184,0.311,0.291,29.1,30.9,20.3,0.183,0.292,0.285,49.2
"Povich, Cade",700249,2024,"BAL","FF","4-Seam Fastball",0.5,3,566,40.7,121,0.223,0.379,0.317,18.5,13.2,10.5,0.215,0.392,0.321,36.4
"Hudson, Bryan",663542,2024,"MIL","FF","4-Seam Fastball",3.1,15,483,52.1,119,0.15,0.28,0.228,18,22.7,17.4,0.2,0.329,0.272,33.3
"Weems, Jordan",607179,2024,"WSH","FF","4-Seam Fastball",-1.2,-5,451,61.5,118,0.27,0.41,0.356,17,14.4,15.7,0.262,0.41,0.351,45.8
"Smith, Burch",572143,2024,"BAL","FF","4-Seam Fastball",1.1,5,448,50,118,0.226,0.358,0.295,23.4,31.4,22.7,0.23,0.396,0.306,50.7
"Suter, Brent",608718,2024,"CIN","FF","4-Seam Fastball",0.4,2,438,42.9,118,0.273,0.4,0.321,17.1,17.8,17.4,0.261,0.395,0.307,31.1
"Miller, Bobby",676272,2024,"LAD","FF","4-Seam Fastball",-2.4,-10,399,37.9,118,0.327,0.634,0.46,16.7,11.9,16.3,0.34,0.651,0.462,50.6
"Blach, Ty",621389,2024,"COL","FF","4-Seam Fastball",-1.6,-6,391,34.5,117,0.371,0.571,0.438,7.2,8.5,12.7,0.34,0.586,0.423,40.6
"Cabrera, Edward",665795,2024,"MIA","FF","4-Seam Fastball",-1.7,-8,475,27.4,117,0.304,0.543,0.435,16.4,17.1,15.9,0.298,0.546,0.425,58.9
"Olson, Reese",681857,2024,"DET","FF","4-Seam Fastball",-0.1,0,437,23.6,117,0.277,0.386,0.327,10.1,15.4,14,0.289,0.452,0.358,47.7
"Williams, Trevor",592866,2024,"WSH","FF","4-Seam Fastball",3.2,12,387,36.4,117,0.196,0.271,0.236,17.8,24.8,21.5,0.192,0.315,0.26,43.8
"Helsley, Ryan",664854,2024,"STL","FF","4-Seam Fastball",0.9,4,423,45.4,116,0.276,0.367,0.325,18.4,10.3,12.9,0.259,0.419,0.34,50
"Neris, Héctor",593576,2024,"HOU","FF","4-Seam Fastball",1.9,9,467,46.3,116,0.21,0.41,0.306,19.1,25,24,0.224,0.431,0.322,50
"Rodríguez, Yariel",684320,2024,"TOR","FF","4-Seam Fastball",-0.8,-5,614,40.9,116,0.255,0.439,0.361,22,13.8,15.8,0.234,0.372,0.33,35.4
"Hudson, Daniel",543339,2024,"LAD","FF","4-Seam Fastball",0.5,3,495,49.5,116,0.226,0.406,0.314,26.2,19.8,16.1,0.253,0.473,0.342,59
"Contreras, Roansy",672710,2024,"LAA","FF","4-Seam Fastball",0.6,2,404,37.6,116,0.231,0.346,0.29,16,19.8,20.9,0.279,0.477,0.36,52.4
"Littell, Zack",641793,2024,"TB","FF","4-Seam Fastball",0.7,4,549,22.1,115,0.245,0.358,0.3,19.1,24.3,14.1,0.253,0.419,0.316,44.3
"Hoffman, Jeff",656546,2024,"PHI","FF","4-Seam Fastball",1.4,5,391,39.1,114,0.204,0.369,0.289,30.8,30.7,28,0.237,0.427,0.318,52.2
"Irvin, Cole",608344,2024,"MIN","FF","4-Seam Fastball",-1.2,-6,466,26.4,112,0.296,0.592,0.408,16.3,17.9,17.4,0.314,0.63,0.431,59.5
"Matsui, Yuki",673513,2024,"SD","FF","4-Seam Fastball",0.6,3,431,41.1,112,0.223,0.447,0.337,19.1,17,16.7,0.234,0.405,0.329,40.3
"Ferguson, Caleb",657571,2024,"HOU","FF","4-Seam Fastball",-1.8,-7,407,43.3,112,0.309,0.588,0.43,21.6,24.1,22.5,0.284,0.519,0.388,52.9
"Thielbar, Caleb",573204,2024,"MIN","FF","4-Seam Fastball",-0.9,-3,385,43.4,111,0.32,0.495,0.382,17.9,19.8,15.3,0.273,0.479,0.364,44.2
"Vásquez, Randy",681190,2024,"SD","FF","4-Seam Fastball",-0.3,-1,480,28.5,110,0.301,0.462,0.381,22.2,17.3,12,0.332,0.573,0.43,50
"Brebbia, John",605154,2024,"ATL","FF","4-Seam Fastball",1.4,7,476,47.9,109,0.172,0.293,0.247,25.7,38.5,21.9,0.212,0.375,0.291,49.1
"Muller, Kyle",666205,2024,"OAK","FF","4-Seam Fastball",0.8,3,387,53.4,109,0.279,0.394,0.329,21.4,20.2,20.2,0.262,0.398,0.307,43.4
"Faedo, Alex",656412,2024,"DET","FF","4-Seam Fastball",0.4,1,354,35.2,108,0.218,0.437,0.342,24.7,23.1,19.5,0.237,0.385,0.337,36.9
"Scott, Christian",681035,2024,"NYM","FF","4-Seam Fastball",0.3,1,416,52.9,108,0.265,0.388,0.32,22,24.1,20.5,0.243,0.403,0.308,50
"Holmes, Grant",656550,2024,"ATL","FF","4-Seam Fastball",1,4,382,37.3,108,0.238,0.366,0.289,20.3,18.5,22,0.251,0.378,0.3,39.5
"Bellozo, Valente",678368,2024,"MIA","FF","4-Seam Fastball",0.9,4,409,37.4,108,0.247,0.454,0.349,13.3,12,12.6,0.27,0.506,0.369,45.9
"Berríos, José",621244,2024,"TOR","FF","4-Seam Fastball",-1,-5,533,18.3,108,0.305,0.558,0.412,18.9,18.5,15.3,0.292,0.562,0.4,47.4
"Suárez, Ranger",624133,2024,"PHI","FF","4-Seam Fastball",1.1,5,459,19.5,107,0.224,0.327,0.286,18,24.3,20.2,0.251,0.339,0.293,31.9
"Webb, Jacob",657097,2024,"BAL","FF","4-Seam Fastball",0.2,1,413,44.2,107,0.2,0.365,0.343,26.7,26.2,21.7,0.223,0.43,0.363,47.4
"Luzardo, Jesús",666200,2024,"MIA","FF","4-Seam Fastball",-0.3,-1,427,39.4,107,0.28,0.484,0.368,11.1,7.5,7.7,0.301,0.517,0.391,45.3
"Lambert, Peter",663567,2024,"COL","FF","4-Seam Fastball",-0.8,-3,400,38.5,106,0.315,0.528,0.408,11.7,13.2,14.9,0.282,0.438,0.367,36.8
"Alexander, Tyler",641302,2024,"TB","FF","4-Seam Fastball",-0.4,-2,372,22.3,106,0.232,0.495,0.332,24.4,26.4,19.9,0.239,0.449,0.327,44.9
"Sewald, Paul",623149,2024,"AZ","FF","4-Seam Fastball",-0.6,-2,376,59.8,105,0.253,0.484,0.341,24.3,27.6,23.6,0.237,0.454,0.325,47.8
"Soroka, Michael",647336,2024,"CWS","FF","4-Seam Fastball",0.8,4,469,32.5,105,0.195,0.354,0.314,21,21,15.4,0.202,0.356,0.326,31.3
"Fernandez, Ryan",681676,2024,"STL","FF","4-Seam Fastball",0,0,479,40.2,104,0.306,0.388,0.363,20.5,15.4,14.2,0.289,0.442,0.382,44.4
"Brieske, Beau",689225,2024,"DET","FF","4-Seam Fastball",0.4,2,465,40.4,104,0.222,0.272,0.307,21.2,28.8,18.9,0.188,0.302,0.304,46.3
"Rodríguez, Randy",678495,2024,"SF","FF","4-Seam Fastball",-1.3,-5,416,47.3,104,0.258,0.449,0.352,24.9,25,21.8,0.224,0.375,0.313,42.2
"Gaddis, Hunter",683769,2024,"CLE","FF","4-Seam Fastball",1.5,6,412,38.3,103,0.219,0.417,0.297,17.9,17.5,14.8,0.228,0.413,0.302,43.6
"Stripling, Ross",548389,2024,"OAK","FF","4-Seam Fastball",-0.7,-3,411,30.3,103,0.244,0.422,0.33,17.5,20.4,15,0.213,0.388,0.306,37.1
"Oller, Adam",670124,2024,"MIA","FF","4-Seam Fastball",-2.3,-8,365,51.4,103,0.314,0.616,0.465,15.4,13.6,16.7,0.26,0.531,0.396,50
"Hodge, Porter",687863,2024,"CHC","FF","4-Seam Fastball",0.5,2,393,61.2,102,0.174,0.291,0.277,20.8,22.5,24,0.199,0.323,0.299,41.3
"Carrasco, Carlos",471911,2024,"CLE","FF","4-Seam Fastball",-1.9,-8,436,25.8,102,0.337,0.554,0.413,14.6,8.8,12.5,0.318,0.484,0.378,37.3
"Wicks, Jordan",696136,2024,"CHC","FF","4-Seam Fastball",0.4,1,382,44.8,101,0.264,0.425,0.349,16.3,18.8,15.6,0.245,0.414,0.336,42
"Wrobleski, Justin",680736,2024,"LAD","FF","4-Seam Fastball",0.1,0,350,59.1,101,0.205,0.386,0.308,23,16.8,16.5,0.214,0.36,0.302,29.6
"Armstrong, Shawn",542888,2024,"CHC","FF","4-Seam Fastball",0.6,2,368,33.2,101,0.198,0.341,0.276,33.3,38.6,24.8,0.225,0.422,0.318,44.2
"Leiter, Jack",683004,2024,"TEX","FF","4-Seam Fastball",-4.7,-16,347,51.9,100,0.35,0.625,0.466,28.9,16,14.5,0.302,0.58,0.423,54.4
"Meyer, Max",676974,2024,"MIA","FF","4-Seam Fastball",-1.3,-5,381,39.4,100,0.33,0.648,0.44,13.9,10,11.6,0.321,0.612,0.421,57.3
"Latz, Jacob",656641,2024,"TEX","FF","4-Seam Fastball",-1.9,-8,402,49.4,99,0.228,0.38,0.36,22.4,20.2,14.5,0.235,0.465,0.374,46.7
"Kinley, Tyler",641755,2024,"COL","FF","4-Seam Fastball",-2,-8,398,33.6,99,0.349,0.506,0.428,11.4,6.1,7,0.353,0.564,0.443,42.9
"Poche, Colin",621363,2024,"TB","FF","4-Seam Fastball",0.6,2,370,68.1,99,0.227,0.409,0.314,16.7,15.2,21.4,0.248,0.442,0.327,41.3
"Moore, Matt",519043,2024,"LAA","FF","4-Seam Fastball",0.7,3,427,50,97,0.195,0.364,0.329,21,11.3,12.6,0.235,0.469,0.378,38.8
"Banks, Tanner",621383,2024,"PHI","FF","4-Seam Fastball",0.4,1,363,30.9,97,0.207,0.305,0.281,28.2,41.2,23.4,0.207,0.359,0.3,47.7
"Montgomery, Jordan",656756,2024,"AZ","FF","4-Seam Fastball",0.3,1,334,17.3,96,0.284,0.375,0.315,18.4,12.5,10.6,0.265,0.394,0.318,40.3
"Baumann, Mike",657508,2024,"MIA","FF","4-Seam Fastball",-0.6,-3,432,40.5,95,0.289,0.618,0.431,19.5,10.5,9,0.262,0.511,0.4,55.1
"Pagán, Emilio",641941,2024,"CIN","FF","4-Seam Fastball",-0.3,-1,343,57.8,95,0.259,0.435,0.332,25.9,25.3,22,0.247,0.463,0.343,56.5
"Miller, Tyson",668338,2024,"CHC","FF","4-Seam Fastball",1.4,6,442,47.3,95,0.218,0.356,0.284,28.2,27.4,20.3,0.244,0.424,0.318,49.2
"Musgrove, Joe",605397,2024,"SD","FF","4-Seam Fastball",-1.2,-5,389,24.6,95,0.253,0.494,0.348,23.1,24.2,18.3,0.272,0.529,0.37,48.4
"Freeland, Kyle",607536,2024,"COL","FF","4-Seam Fastball",-1.6,-6,358,20.2,94,0.322,0.522,0.396,6.7,7.4,7.6,0.298,0.479,0.349,38.6
"Fairbanks, Pete",664126,2024,"TB","FF","4-Seam Fastball",0.1,1,363,52.2,93,0.28,0.341,0.325,18.5,15.1,17.3,0.287,0.456,0.364,41.2
"Díaz, Edwin",621242,2024,"NYM","FF","4-Seam Fastball",0.2,1,475,52.1,93,0.19,0.304,0.278,36.6,41.9,31.7,0.173,0.315,0.275,39
"Festa, David",701581,2024,"MIN","FF","4-Seam Fastball",-1,-4,442,40.2,93,0.304,0.544,0.411,19.4,24.7,21.3,0.272,0.503,0.385,50
