"last_name, first_name","player_id","year","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Heaney, Andrew",571760,2024,"TEX","CH","Changeup",0.8,4,463,17,143,0.239,0.384,0.283,24.3,13.3,14.8,0.271,0.414,0.307,31.4
"Stone, Gavin",694813,2024,"LAD","CH","Changeup",1.1,6,573,26.6,140,0.178,0.356,0.235,37.2,26.4,16.7,0.229,0.389,0.273,30
"Berríos, José",621244,2024,"TOR","CH","Changeup",0.3,1,465,16,138,0.171,0.364,0.257,26.9,18.1,15.8,0.239,0.393,0.3,33.7
"Gomber, Austin",596295,2024,"COL","CH","Changeup",0,0,538,20.5,136,0.28,0.409,0.301,27.3,8.8,9.8,0.284,0.435,0.318,32.2
"Rodriguez, Grayson",680570,2024,"BAL","CH","Changeup",2.1,8,395,21,136,0.161,0.306,0.249,34.8,32.4,25.1,0.173,0.303,0.247,35
"Gil, Luis",661563,2024,"NYY","CH","Changeup",0.5,3,675,25.3,134,0.179,0.282,0.269,26.9,20.1,17.4,0.225,0.361,0.31,33.3
"Richards, Trevor",670950,2024,"MIN","CH","Changeup",-0.4,-2,633,53.6,134,0.146,0.276,0.231,32,25.4,15.9,0.163,0.248,0.214,24.2
"Kahnle, Tommy",592454,2024,"NYY","CH","Changeup",1.8,10,548,73.1,132,0.157,0.264,0.239,38.9,28.8,21.8,0.173,0.265,0.234,25.3
"Quintana, Jose",500779,2024,"NYM","CH","Changeup",-0.1,0,544,19.3,130,0.203,0.26,0.237,36.7,25.4,15.9,0.227,0.296,0.252,26.7
"Harrison, Kyle",690986,2024,"SF","CH","Changeup",-1.4,-6,410,19.7,126,0.287,0.435,0.328,21.5,11.9,13.9,0.287,0.45,0.357,34.3
"Valdez, Framber",664285,2024,"HOU","CH","Changeup",-0.2,-1,454,17.5,125,0.226,0.278,0.276,35.4,22.4,20.1,0.233,0.278,0.259,35.2
"Fedde, Erick",607200,2024,"STL","CH","Changeup",-0.4,-2,474,16.4,124,0.228,0.351,0.28,16.5,19.4,14.4,0.237,0.348,0.284,33
"Peralta, Freddy",642547,2024,"MIL","CH","Changeup",1.2,6,536,17.5,122,0.218,0.291,0.277,36.9,20.5,19.7,0.245,0.333,0.296,35.3
"Suárez, Albert",544150,2024,"BAL","CH","Changeup",-0.3,-1,385,17.2,121,0.274,0.434,0.344,22.8,18.2,17.1,0.247,0.425,0.335,33.7
"Sale, Chris",519242,2024,"ATL","CH","Changeup",2.1,9,414,14.7,117,0.159,0.195,0.17,23.6,17.1,14.6,0.209,0.298,0.237,23.7
"Carrasco, Carlos",471911,2024,"CLE","CH","Changeup",-1.4,-5,394,23.3,116,0.241,0.472,0.347,28.2,25,17.4,0.229,0.402,0.3,45.6
"Sandoval, Patrick",663776,2024,"LAA","CH","Changeup",0.1,1,409,28.3,115,0.208,0.292,0.264,39,31.3,21.8,0.217,0.286,0.251,19.7
"Paddack, Chris",663978,2024,"MIN","CH","Changeup",-0.6,-2,378,25.9,115,0.283,0.519,0.363,24.8,14.8,15,0.291,0.565,0.385,37.8
"Miller, Erik",669062,2024,"SF","CH","Changeup",-0.1,0,430,33.9,114,0.21,0.35,0.297,30.2,25.4,19.9,0.202,0.307,0.276,37.5
"Fulmer, Carson",608334,2024,"LAA","CH","Changeup",0.3,1,397,27,113,0.228,0.347,0.31,36.7,25.7,18.6,0.218,0.286,0.266,27.4
"Cannon, Jonathan",686563,2024,"CWS","CH","Changeup",-0.8,-3,379,18.7,112,0.248,0.394,0.287,26.9,18.8,15.7,0.261,0.373,0.286,28.4
"Weathers, Ryan",677960,2024,"MIA","CH","Changeup",1.2,5,367,26,112,0.193,0.367,0.243,37.9,31.3,26.1,0.2,0.357,0.245,36
"Avila, Pedro",658648,2024,"CLE","CH","Changeup",1.4,4,312,22,111,0.19,0.3,0.264,35.4,31.5,23.8,0.243,0.378,0.307,39.4
"Flexen, Chris",623167,2024,"CWS","CH","Changeup",-1.3,-6,440,15.7,110,0.257,0.436,0.34,37.9,28.2,18.7,0.229,0.358,0.282,20.8
"Lorenzen, Michael",547179,2024,"KC","CH","Changeup",2.2,8,394,18.8,110,0.122,0.173,0.193,37.3,24.5,17.3,0.165,0.226,0.228,23.9
"Weaver, Luke",596133,2024,"NYY","CH","Changeup",0.8,3,381,27.7,108,0.172,0.263,0.233,48,42.6,25,0.162,0.25,0.217,29.1
"Herz, DJ",687792,2024,"WSH","CH","Changeup",-0.8,-3,389,24.5,106,0.224,0.388,0.299,26,21.7,15.6,0.224,0.356,0.279,23.7
"Manaea, Sean",640455,2024,"NYM","CH","Changeup",-0.7,-3,353,11.8,106,0.25,0.438,0.333,25.4,14.2,11.7,0.254,0.372,0.305,32.9
"Castillo, Luis",622491,2024,"SEA","CH","Changeup",-1.3,-5,408,14.3,106,0.287,0.545,0.376,26.5,16,12.1,0.288,0.465,0.342,36.9
"Feltner, Ryan",663372,2024,"COL","CH","Changeup",-1,-4,379,14.7,102,0.299,0.485,0.356,39.4,27.5,26.2,0.221,0.359,0.267,34.3
"Woods Richardson, Simeon",680573,2024,"MIN","CH","Changeup",-3.1,-14,442,19.3,101,0.311,0.622,0.417,20.5,15.8,11,0.255,0.443,0.328,39.7
"Suárez, Ranger",624133,2024,"PHI","CH","Changeup",-0.8,-3,384,16.3,100,0.229,0.323,0.276,35,24,17.4,0.249,0.338,0.272,26.4
"Adam, Jason",592094,2024,"SD","CH","Changeup",3.3,9,286,25.8,98,0.156,0.2,0.202,38.7,34.7,29.3,0.183,0.259,0.24,35.1
"Olson, Reese",681857,2024,"DET","CH","Changeup",-0.5,-2,413,22.3,98,0.222,0.344,0.266,42.9,34.7,19.8,0.219,0.287,0.252,43.1
"Iglesias, Raisel",628452,2024,"ATL","CH","Changeup",2.8,8,285,30.7,95,0.148,0.193,0.185,32.6,23.2,20.8,0.213,0.288,0.249,28.4
"Fried, Max",608331,2024,"ATL","CH","Changeup",0.9,3,377,13.6,95,0.196,0.283,0.232,25.1,14.7,14.4,0.257,0.378,0.287,26.9
"Shuster, Jared",694363,2024,"CWS","CH","Changeup",-0.3,-1,379,29.4,94,0.244,0.372,0.324,31.2,17,14,0.251,0.342,0.321,26.6
"Gallen, Zac",668678,2024,"AZ","CH","Changeup",1,3,351,14,94,0.27,0.382,0.305,26.5,18.1,15.7,0.282,0.417,0.324,38.9
"Allen, Logan",671106,2024,"CLE","CH","Changeup",-0.1,0,304,18.3,90,0.237,0.438,0.352,26.9,18.9,16.5,0.256,0.396,0.327,47.6
"Brown, Hunter",686613,2024,"HOU","CH","Changeup",0.3,1,363,12.6,90,0.221,0.26,0.276,29.6,15.6,13.5,0.197,0.271,0.279,23.4
"Rodón, Carlos",607074,2024,"NYY","CH","Changeup",1.3,5,400,12.9,90,0.188,0.247,0.219,49.5,25.6,19.5,0.188,0.26,0.222,29
"Buttó, José",676130,2024,"NYM","CH","Changeup",-0.3,-1,270,22.1,88,0.156,0.312,0.252,42.6,42,28.9,0.174,0.32,0.264,56.1
"Brieske, Beau",689225,2024,"DET","CH","Changeup",1,3,305,26.5,88,0.212,0.4,0.273,31.9,26.1,20.2,0.204,0.302,0.236,24.2
"Festa, David",701581,2024,"MIN","CH","Changeup",-0.9,-3,308,28,87,0.237,0.463,0.32,39.4,32.2,23,0.209,0.329,0.264,30.2
"Abbott, Andrew",671096,2024,"CIN","CH","Changeup",0.4,1,381,16.3,87,0.214,0.429,0.299,27.3,13.8,15.8,0.208,0.368,0.263,23.6
"Montgomery, Jordan",656756,2024,"AZ","CH","Changeup",-2.6,-10,373,19.3,87,0.321,0.593,0.401,38.6,21.8,21.1,0.275,0.498,0.356,41.3
"Bradford, Cody",674003,2024,"TEX","CH","Changeup",-0.1,0,321,27.3,86,0.21,0.333,0.292,33.8,25.6,24.7,0.238,0.371,0.288,23.7
"Lodolo, Nick",666157,2024,"CIN","CH","Changeup",0,0,306,16.4,85,0.232,0.39,0.323,25.9,5.9,9.6,0.28,0.42,0.316,40.3
"Cortes, Nestor",641482,2024,"NYY","CH","Changeup",-1.5,-4,275,9.7,85,0.226,0.369,0.282,32.6,28.2,17.6,0.228,0.348,0.253,40
"Peterson, David",656849,2024,"NYM","CH","Changeup",1.2,4,307,16.4,84,0.211,0.324,0.295,27.1,10.7,10.1,0.257,0.366,0.329,42.9
"Suarez, José",660761,2024,"LAA","CH","Changeup",-1.2,-3,244,24.7,84,0.243,0.459,0.366,33.3,28.6,25.5,0.23,0.394,0.318,46
"Pfaadt, Brandon",694297,2024,"AZ","CH","Changeup",0.6,2,313,11.2,81,0.25,0.289,0.27,31.2,18.5,23.4,0.23,0.287,0.25,35.5
"Irvin, Cole",608344,2024,"MIN","CH","Changeup",-2.8,-7,237,13.4,81,0.282,0.474,0.343,24.3,13.6,15.9,0.33,0.572,0.389,39.1
"Brazobán, Huascar",623211,2024,"NYM","CH","Changeup",1.3,3,258,28.7,81,0.176,0.23,0.226,39.9,35.8,24.2,0.16,0.198,0.205,20
"Anderson, Chase",502624,2024,"TEX","CH","Changeup",-0.7,-2,309,30.4,81,0.176,0.351,0.265,27.8,16,14.4,0.201,0.376,0.286,29
"Moore, Matt",519043,2024,"LAA","CH","Changeup",-2.5,-7,271,31.7,80,0.247,0.507,0.341,32.4,23.8,19,0.192,0.341,0.257,32.1
"Cano, Yennier",666974,2024,"BAL","CH","Changeup",-0.3,-1,247,24.5,80,0.23,0.351,0.303,32.4,28.7,19.2,0.239,0.345,0.287,33.3
"Snell, Blake",605483,2024,"SF","CH","Changeup",0.2,1,311,17.5,80,0.236,0.319,0.292,47.6,25,29,0.247,0.334,0.298,25
"Ureña, José",570632,2024,"TEX","CH","Changeup",-0.7,-2,328,18.6,79,0.2,0.471,0.313,32.1,15.2,12.9,0.225,0.429,0.314,21.7
"Stripling, Ross",548389,2024,"OAK","CH","Changeup",-1.6,-4,239,17.6,78,0.333,0.52,0.373,24.1,11.5,13.6,0.296,0.413,0.307,27.9
"Holton, Tyler",663947,2024,"DET","CH","Changeup",0,0,253,18.9,78,0.25,0.382,0.283,28.9,15.4,15.8,0.289,0.446,0.327,29.7
"Blach, Ty",621389,2024,"COL","CH","Changeup",-2.9,-8,278,24.5,78,0.342,0.507,0.388,20.8,11.5,11.3,0.308,0.464,0.356,37.5
"Garcia, Robert",676395,2024,"WSH","CH","Changeup",3.2,9,295,31.2,77,0.2,0.213,0.227,37.2,27.3,27.3,0.182,0.226,0.193,16.7
"Kelly, Merrill",518876,2024,"AZ","CH","Changeup",4.1,10,239,20.9,74,0.099,0.099,0.115,31.5,25.7,23.8,0.165,0.202,0.184,23.1
"Kikuchi, Yusei",579328,2024,"HOU","CH","Changeup",-0.5,-2,325,11.1,73,0.194,0.25,0.214,35.8,34.2,19.4,0.198,0.299,0.221,27.7
"Gibson, Kyle",502043,2024,"STL","CH","Changeup",0.7,2,275,9.9,73,0.19,0.254,0.248,39,17.8,23.2,0.249,0.365,0.333,36.5
"Nola, Aaron",605400,2024,"PHI","CH","Changeup",-1.3,-4,307,9.6,71,0.279,0.426,0.321,13.5,8.5,8.8,0.34,0.49,0.374,38.7
"Lively, Ben",594902,2024,"CLE","CH","Changeup",-1.3,-3,218,9.1,71,0.279,0.382,0.318,18.5,12.7,15.8,0.291,0.432,0.328,40.7
"Webb, Jacob",657097,2024,"BAL","CH","Changeup",2.2,6,258,27.6,70,0.125,0.219,0.196,34.8,28.6,20.2,0.16,0.267,0.219,20
"Brito, Jhony",666745,2024,"SD","CH","Changeup",1.1,2,216,34.4,70,0.231,0.323,0.268,26.7,21.4,23.4,0.226,0.367,0.284,25.5
"Mikolas, Miles",571945,2024,"STL","CH","Changeup",-3.7,-8,230,8.5,69,0.394,0.742,0.479,15.9,8.7,9.8,0.322,0.556,0.383,36.1
"King, John",667463,2024,"STL","CH","Changeup",-0.8,-2,237,27.7,69,0.215,0.323,0.282,23.1,13,13.6,0.266,0.463,0.319,31
"Lambert, Peter",663567,2024,"COL","CH","Changeup",0.6,1,260,25,68,0.23,0.328,0.282,37.6,25,20.2,0.208,0.287,0.247,30.4
"Morton, Charlie",450203,2024,"ATL","CH","Changeup",-0.8,-3,307,11,68,0.292,0.6,0.408,33.3,10.3,14,0.319,0.576,0.395,31
"Matz, Steven",571927,2024,"STL","CH","Changeup",-4,-8,194,25.7,68,0.3,0.567,0.396,27.2,20.6,14.3,0.282,0.484,0.365,34
"Thorpe, Drew",689672,2024,"CWS","CH","Changeup",2.4,6,256,35.5,68,0.164,0.311,0.252,37.9,25,17.5,0.176,0.319,0.263,22.7
"Hancock, Emerson",676106,2024,"SEA","CH","Changeup",0.3,1,214,21.1,67,0.185,0.323,0.234,23.9,19.4,14.4,0.24,0.389,0.287,37.7
"Burnes, Corbin",669203,2024,"BAL","CH","Changeup",0,0,331,11,67,0.194,0.339,0.263,37.7,23.9,19.3,0.19,0.358,0.267,26.1
"Uceta, Edwin",670955,2024,"TB","CH","Changeup",3,7,229,34.1,67,0.154,0.2,0.171,37.4,38.8,23.6,0.181,0.213,0.189,30.8
"Alexander, Tyler",641302,2024,"TB","CH","Changeup",-2.6,-6,228,13.7,66,0.339,0.5,0.413,18.1,13.6,11.7,0.315,0.46,0.349,40.7
"Nelson, Ryne",669194,2024,"AZ","CH","Changeup",-1.8,-4,238,9.9,66,0.302,0.587,0.389,20.3,10.6,9.2,0.287,0.495,0.352,35.7
"Peralta, Wandy",593974,2024,"SD","CH","Changeup",0.3,1,256,41.8,65,0.172,0.328,0.282,21.5,10.8,8.2,0.2,0.347,0.289,30.8
"Luzardo, Jesús",666200,2024,"MIA","CH","Changeup",0.4,1,248,22.9,65,0.207,0.328,0.288,40.7,23.1,20,0.252,0.378,0.312,29.5
"Farmer, Buck",571656,2024,"CIN","CH","Changeup",-0.4,-1,245,20.9,65,0.267,0.367,0.322,32.6,26.2,19.5,0.253,0.355,0.297,34.9
"Beeks, Jalen",656222,2024,"PIT","CH","Changeup",-1.8,-5,303,25.5,65,0.267,0.367,0.327,42.1,26.2,20.5,0.257,0.358,0.292,18.2
"Mantiply, Joe",573009,2024,"AZ","CH","Changeup",-0.4,-1,229,26.4,63,0.254,0.356,0.292,31.3,22.2,16.5,0.21,0.304,0.254,26.7
"Springs, Jeffrey",605488,2024,"TB","CH","Changeup",-0.5,-1,179,31.7,62,0.333,0.439,0.367,44.2,32.3,26.7,0.223,0.318,0.271,35.1
"Detmers, Reid",672282,2024,"LAA","CH","Changeup",-1.3,-3,220,14.1,62,0.351,0.544,0.402,31.9,12.9,17,0.281,0.427,0.334,41.2
"Yarbrough, Ryan",642232,2024,"TOR","CH","Changeup",0.5,1,235,15.5,61,0.241,0.328,0.259,22.6,13.1,10.4,0.257,0.335,0.273,17.6
"Woo, Bryan",693433,2024,"SEA","CH","Changeup",-0.9,-1,162,9.4,60,0.186,0.373,0.243,20.7,20,19.7,0.222,0.34,0.25,36.2
"Blackburn, Paul",621112,2024,"NYM","CH","Changeup",1.5,3,219,18.1,59,0.164,0.236,0.209,34.7,18.6,17.5,0.239,0.353,0.288,31.8
"Jax, Griffin",643377,2024,"MIN","CH","Changeup",1,2,178,16.7,58,0.173,0.288,0.257,47.6,32.8,28.4,0.166,0.287,0.237,35.3
"Chivilli, Angel",683409,2024,"COL","CH","Changeup",0.3,1,205,40,58,0.259,0.444,0.328,55.9,34.5,24.1,0.206,0.349,0.272,32.4
"Latz, Jacob",656641,2024,"TEX","CH","Changeup",0.8,2,184,22.6,58,0.222,0.352,0.283,38.9,22.4,20.6,0.244,0.406,0.31,31.7
"Wicks, Jordan",696136,2024,"CHC","CH","Changeup",2,4,220,25.8,57,0.17,0.358,0.27,41.9,28.1,20.3,0.203,0.371,0.276,24.3
"Marsh, Alec",679525,2024,"KC","CH","Changeup",1.2,3,216,10,57,0.204,0.296,0.246,17.7,7,8.2,0.329,0.508,0.368,39.2
"Myers, Tobias",668964,2024,"MIL","CH","Changeup",1.7,4,245,11.4,57,0.083,0.083,0.164,44.4,38.6,21,0.115,0.13,0.194,7.4
"Rodriguez, Eduardo",593958,2024,"AZ","CH","Changeup",-0.3,-1,195,22.5,55,0.269,0.385,0.309,25.6,14.5,16,0.231,0.352,0.273,24.4
"Birdsong, Hayden",806185,2024,"SF","CH","Changeup",-1.1,-3,255,18.4,55,0.269,0.365,0.3,34.9,32.7,21.4,0.232,0.346,0.274,52.9
"Sánchez, Sixto",664350,2024,"MIA","CH","Changeup",0.1,0,195,31.4,54,0.22,0.22,0.269,17,13,10.1,0.216,0.257,0.245,27.9
"Freeland, Kyle",607536,2024,"COL","CH","Changeup",-1.8,-4,242,13.7,54,0.333,0.647,0.43,16.1,3.7,8,0.353,0.716,0.464,38.8
"Devenski, Chris",606965,2024,"TB","CH","Changeup",0.4,1,253,47.5,54,0.163,0.245,0.258,36.4,27.8,15.2,0.196,0.364,0.281,38.2
"Vásquez, Randy",681190,2024,"SD","CH","Changeup",-2.7,-6,210,12.4,54,0.365,0.615,0.446,12.2,7.4,5.6,0.327,0.553,0.388,37.5
"Spiers, Carson",686730,2024,"CIN","CH","Changeup",-5.1,-10,188,12.1,53,0.396,0.774,0.486,19.8,13.2,15.6,0.34,0.596,0.399,37
"Severino, Luis",622663,2024,"NYM","CH","Changeup",-2.3,-5,217,7.5,53,0.358,0.66,0.432,18.6,17,13.4,0.303,0.592,0.38,40.9
"Gore, MacKenzie",669022,2024,"WSH","CH","Changeup",-1.8,-5,277,9.3,53,0.28,0.48,0.369,51.2,26.4,20.9,0.229,0.386,0.289,19.4
"Molina, Anthony",683627,2024,"COL","CH","Changeup",-1.3,-3,235,22.4,53,0.229,0.375,0.274,26.2,20.8,12.9,0.239,0.35,0.273,33.3
"Miller, Bobby",676272,2024,"LAD","CH","Changeup",-0.3,-1,210,19.9,52,0.13,0.217,0.213,41,42.3,26.2,0.129,0.176,0.198,25
"Suter, Brent",608718,2024,"CIN","CH","Changeup",-0.4,-1,202,19.8,52,0.196,0.314,0.259,26.6,17.3,11.5,0.263,0.361,0.292,16.7
"Povich, Cade",700249,2024,"BAL","CH","Changeup",-1.2,-2,151,10.9,52,0.25,0.542,0.38,23.5,21.2,22.9,0.227,0.43,0.297,34.2
"Gonzales, Marco",594835,2024,"PIT","CH","Changeup",-0.5,-1,139,25.5,51,0.298,0.447,0.345,31,25.5,22,0.268,0.39,0.308,28.6
"Martin, Davis",663436,2024,"CWS","CH","Changeup",-1.3,-2,175,19.6,51,0.34,0.4,0.335,20.4,17.6,15.5,0.304,0.49,0.352,48.8
"Lugo, Seth",607625,2024,"KC","CH","Changeup",-0.7,-1,216,6.9,51,0.208,0.333,0.295,29.1,21.6,19.6,0.245,0.42,0.31,32.4
"Vodnik, Victor",680767,2024,"COL","CH","Changeup",3.2,7,222,16.6,50,0.13,0.152,0.16,29.5,20,12.2,0.178,0.239,0.218,43.2
"Winckowski, Josh",670174,2024,"BOS","CH","Changeup",-3.6,-6,159,12.8,49,0.356,0.467,0.367,9.4,6.1,10.7,0.265,0.35,0.281,43.2
"Eflin, Zach",621107,2024,"BAL","CH","Changeup",-0.6,-1,148,6,49,0.188,0.354,0.248,10.5,2,2.6,0.262,0.422,0.294,25
"Morgan, Eli",669212,2024,"CLE","CH","Changeup",1.9,3,153,23.7,49,0.188,0.313,0.223,23.7,20.4,15.4,0.215,0.289,0.23,21.1
"Montero, Rafael",606160,2024,"HOU","CH","Changeup",-2.6,-4,159,23.3,49,0.273,0.409,0.34,12.2,8.2,7.4,0.338,0.555,0.403,34.1
"Boyd, Matthew",571510,2024,"CLE","CH","Changeup",0,0,175,26.2,48,0.261,0.37,0.31,35.2,20.8,21.7,0.25,0.34,0.274,30.6
"Fleming, Josh",676596,2024,"PIT","CH","Changeup",0.2,0,160,30,48,0.156,0.2,0.246,15.9,14.6,11.7,0.236,0.295,0.263,31.6
"Dunning, Dane",641540,2024,"TEX","CH","Changeup",0.4,1,211,12.5,47,0.233,0.488,0.335,32.7,25.5,18.2,0.257,0.438,0.332,29
"Bellozo, Valente",678368,2024,"MIA","CH","Changeup",-3.5,-6,158,14.4,46,0.326,0.488,0.363,29.6,17.4,14.5,0.284,0.458,0.344,25.7
"Wentz, Joey",666214,2024,"PIT","CH","Changeup",-1.8,-4,234,19.1,46,0.279,0.419,0.327,40.4,30.4,21.9,0.21,0.3,0.252,27.6
"Estes, Joey",683155,2024,"OAK","CH","Changeup",-1.7,-4,225,11.1,46,0.357,0.738,0.5,20.4,13,16.7,0.342,0.65,0.446,44.4
"Cecconi, Slade",677944,2024,"AZ","CH","Changeup",-1.2,-2,157,12.2,45,0.227,0.432,0.278,26.9,20,16.7,0.203,0.256,0.201,19.4
"Williams, Trevor",592866,2024,"WSH","CH","Changeup",0.3,1,179,16.8,45,0.25,0.341,0.288,22.5,22.2,18.9,0.263,0.38,0.288,35.3
"Arrighetti, Spencer",681293,2024,"HOU","CH","Changeup",-2.8,-6,215,8.6,44,0.395,0.512,0.405,37.8,20.5,14.1,0.291,0.44,0.323,35.3
"Kelly, Zack",677161,2024,"BOS","CH","Changeup",-0.8,-2,200,20.9,44,0.163,0.465,0.288,32.6,34.1,20.5,0.213,0.476,0.3,17.9
"Erceg, Lucas",668674,2024,"KC","CH","Changeup",-0.2,0,188,19.9,44,0.293,0.463,0.35,37.5,13.6,13.3,0.307,0.475,0.364,28.6
"Knack, Landon",689017,2024,"LAD","CH","Changeup",-0.5,-1,167,14.5,44,0.182,0.364,0.23,27.1,29.5,23.2,0.229,0.394,0.268,35.5
"Akin, Keegan",669211,2024,"BAL","CH","Changeup",-0.2,0,134,10.8,44,0.19,0.286,0.269,25.4,31.8,24.6,0.171,0.228,0.198,28.6
"Williams, Devin",642207,2024,"MIL","CH","Changeup",2.1,4,176,45,43,0.162,0.216,0.24,48.8,51.2,31.9,0.138,0.161,0.211,26.7
"Faedo, Alex",656412,2024,"DET","CH","Changeup",-0.4,-1,200,19.9,43,0.286,0.405,0.338,26.8,11.6,8.3,0.316,0.415,0.329,40.5
"Wood, Alex",622072,2024,"OAK","CH","Changeup",-3.3,-6,169,22.4,43,0.4,0.6,0.459,16.1,2.3,2.9,0.38,0.558,0.424,68.3
"Harris, Hogan",663687,2024,"OAK","CH","Changeup",1.7,3,200,16.5,43,0.15,0.175,0.235,24.7,9.3,10.8,0.213,0.264,0.232,5.4
"Gaddis, Hunter",683769,2024,"CLE","CH","Changeup",1.8,3,181,16.8,43,0.05,0.075,0.099,28.8,39.5,20.2,0.098,0.141,0.146,8.7
"Banks, Tanner",621383,2024,"PHI","CH","Changeup",-2.8,-4,151,12.9,43,0.279,0.512,0.378,15.9,4.7,5.9,0.305,0.482,0.338,34.1
"Jones, Jared",683003,2024,"PIT","CH","Changeup",-1.9,-2,126,6.6,42,0.317,0.561,0.423,22.9,19,25,0.288,0.43,0.319,48.5
"Montero, Keider",672456,2024,"DET","CH","Changeup",-0.2,0,165,10.7,42,0.289,0.474,0.362,32.9,11.9,8.6,0.363,0.493,0.404,15.2
"Romero, JoJo",668941,2024,"STL","CH","Changeup",-3.5,-6,157,17.1,42,0.359,0.667,0.448,29.8,9.5,11.4,0.357,0.718,0.468,36.1
"Javier, Cristian",664299,2024,"HOU","CH","Changeup",1,2,153,26.8,41,0.194,0.306,0.274,27.6,14.6,15.8,0.24,0.387,0.322,23.3
"Hall, DL",669084,2024,"MIL","CH","Changeup",-0.1,0,160,20.5,41,0.189,0.351,0.298,34.7,19.5,17.8,0.226,0.422,0.319,37.9
"Houser, Adrian",605288,2024,"NYM","CH","Changeup",-3,-4,144,12.7,41,0.308,0.462,0.349,33.3,19.5,19.5,0.254,0.36,0.284,25.8
"Cantillo, Joey",676282,2024,"CLE","CH","Changeup",-1.1,-2,196,27.6,39,0.216,0.324,0.279,43.7,35.9,20.9,0.192,0.219,0.207,34.8
"Bielak, Brandon",656232,2024,"OAK","CH","Changeup",1.1,1,142,27.8,39,0.27,0.432,0.322,22.2,12.8,15.2,0.315,0.436,0.343,40.6
